id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35852739,Coqueto apartamento en Trafalgar,144132150,Home,Chamberí,Trafalgar,40.43533,-3.70116,Entire home/apt,50,2,0,,,3,287,0,
35854778,LGTB friendly room nearby metro and Madrid,269684674,Anais,Puente de Vallecas,Numancia,40.39957,-3.66553,Private room,35,7,0,,,2,0,0,
35857650,"Charming room, Airport 10 min, Madrid 25 min",22397791,Leo Y Gretel,Barajas,Casco Histórico de Barajas,40.46991,-3.58012,Private room,21,1,225,2021-08-23,8.43,5,6,97,
35858647,Apartamento acogedor en el centro de Madrid!!!,269721509,Kelvin,Centro,Universidad,40.42777,-3.70356,Entire home/apt,83,1,4,2020-02-23,0.15,1,365,0,
35859776,"Attractive, Contemporary home",17949941,Dan,Retiro,Estrella,40.4087,-3.66617,Private room,33,3,0,,,2,90,0,
35865767,Cozy apartment in the center of Madrid,48397028,Giorgio,Centro,Embajadores,40.413,-3.70316,Entire home/apt,64,2,20,2021-08-09,0.74,3,0,10,
35866326,Nice apartment in the district of Lavapies.,269772972,Hortensia,Centro,Embajadores,40.40657,-3.70118,Entire home/apt,76,4,31,2021-08-05,1.17,1,92,4,VT-12608
35866660,"""New""  Gran Via Luna apartment. rentalisapartments",196395456,Ana,Centro,Universidad,40.42148,-3.70726,Entire home/apt,99,2,10,2021-08-13,0.54,10,22,7,VUT -10310
35868790,"HABIT.  Para ALQUILER 
Minimo 3meses
maximo 6meses",232686370,Sidineia,Chamartín,Ciudad Jardín,40.44571,-3.6752,Private room,45,90,1,2019-09-29,0.04,2,364,0,
35868968,"2 bedroom apartment. 2 min from
Retiro Park",46889587,Sofia,Retiro,Ibiza,40.42146,-3.67916,Entire home/apt,90,29,0,,,1,87,0,
35870544,Estudio en zona centro (El Rastro),29819305,Juan Luis,Centro,Embajadores,40.40655,-3.70534,Entire home/apt,56,2,43,2020-03-01,1.60,1,9,0,
35871833,DOBO HOMES IBIZA APARTMENT,133056146,Dobo Rooms,Retiro,Ibiza,40.41718,-3.67399,Entire home/apt,108,1,27,2019-12-28,1.02,20,284,10,VT-10734
35872066,¡Acogedor Estudio en el Centro de Madrid!,57763104,Alba,Centro,Universidad,40.42833,-3.70418,Entire home/apt,75,1,0,,,1,0,0,
35879166,Duplex en Chueca,13564438,Fatima,Centro,Justicia,40.42198,-3.69724,Entire home/apt,130,1,3,2020-03-02,0.13,2,364,0,
35882331,Habitacion muy tranquilay acogedora,118558566,Berta,Latina,Aguilas,40.37621,-3.76562,Shared room,46,1,0,,,2,0,0,
35885180,PISO EXCLUSIVO MADRID CENTRO,227035453,Juan,Centro,Universidad,40.42583,-3.7059,Entire home/apt,100,2,39,2020-02-18,1.47,3,0,0,278F67-K
35891606,Bonito loft muy luminoso en Ascao. Cerca del Wanda,204986962,Carlos,Ciudad Lineal,Pueblo Nuevo,40.42777,-3.6417,Entire home/apt,70,2,11,2019-09-28,0.42,1,345,0,
35893357,Habitación Individual,49507277,Rocio,Ciudad Lineal,Ventas,40.42309,-3.64535,Private room,25,3,0,,,3,364,0,
35894663,Atocha // Retiro Park apartment,269955161,Lara,Retiro,Adelfas,40.39891,-3.67241,Entire home/apt,52,1,8,2019-10-07,0.33,1,0,0,
35894795,Excellent DÚPLEX with WIFI in MAD for 4 PAX -USERA,269513511,Jesus,Usera,Moscardó,40.38986,-3.70259,Entire home/apt,77,3,23,2019-11-11,0.89,1,173,1,
35897208,Madrid Centric IV - Madflats Collection,112373304,Daniel,Centro,Embajadores,40.41311,-3.70505,Entire home/apt,46,1,2,2021-07-09,0.62,62,257,2,
35900162,CHUECA. Apartamento luminoso en Alonso Martínez,270023408,Ana María,Chamberí,Trafalgar,40.43011,-3.69857,Private room,123,2,5,2019-09-29,0.19,2,89,0,
35901182,Wonderful terrace room with a living room,256374884,Rafael De One Shot Fortuny 07,Chamberí,Almagro,40.42843,-3.69229,Private room,236,1,1,2021-06-06,0.31,4,346,1,
35901822,Habitación de Oporto,188514560,诗洁,Carabanchel,Abrantes,40.38599,-3.72692,Private room,16,1,15,2019-08-01,0.56,1,0,0,
35906878,LATINA II - Madrid de los Austrias,220103569,MadreamsRent,Centro,Embajadores,40.40958,-3.70923,Entire home/apt,68,3,28,2021-08-08,1.04,49,333,6,
35907235,NUEVO - Apartamento ideal para 4 personas,243872006,Pilar,Carabanchel,Vista Alegre,40.38431,-3.74613,Entire home/apt,66,3,35,2021-06-08,1.34,2,80,10,
35907813,"Vistas de Madrid,  cerca de atocha",270083431,Aleeee,Puente de Vallecas,Portazgo,40.39435,-3.6528,Private room,19,3,0,,,2,0,0,
35908460,"Vistas de Madrid, muy cerca del centro",270083431,Aleeee,Puente de Vallecas,Numancia,40.40277,-3.65907,Private room,38,3,0,,,2,0,0,
35910680,Tu Rincón en el corazón del Madrid de Las Letras,46888205,Yolanda,Centro,Sol,40.41634,-3.70064,Entire home/apt,66,7,1,2021-08-19,1,1,0,1,
35912049,HABITACIÓN PRIVADA ARGUELLES,58516639,Henri,Chamberí,Gaztambide,40.43238,-3.71202,Private room,46,6,3,2019-09-30,0.13,4,337,0,
35923435,"Habitación semana del orgullo, con desayuno",175825961,Susana,Moratalaz,Fontarrón,40.40166,-3.6435,Private room,30,3,0,,,2,365,0,
35924176,Habitacion semana orgullo con desayuno,175825961,Susana,Moratalaz,Marroquina,40.40765,-3.63849,Private room,40,3,1,2019-06-30,0.04,2,365,0,
35929456,"1bed Studio in the heart of Madrid, 2mins to metro",222205450,Lucía Y Daniel,Centro,Justicia,40.4239,-3.70037,Entire home/apt,77,2,10,2019-12-11,0.41,4,132,1,
35934929,Cozy 2BR Duplex - 2 min. walk to Plaza Santa Ana,231647798,Akora,Centro,Cortes,40.4151,-3.70005,Entire home/apt,88,1,4,2020-03-01,0.22,10,37,0,""
35935234,Habitación disponible,220967331,Miguel,Centro,Sol,40.41656,-3.70434,Private room,84,90,2,2021-07-02,0.08,5,0,1,
35937369,Todo en la palma de la mano!,192701528,Isabel,Arganzuela,Acacias,40.40056,-3.7054,Private room,30,1,0,,,1,0,0,
35938901,Privacidad en el Madrid de los Austrias,107879635,Javier,Centro,Palacio,40.413,-3.71037,Entire home/apt,69,3,36,2021-09-05,1.34,3,150,13,
35945406,NEAR AIROPORT. NEAR DOWNTOWN. MORADA,60113626,Elena,Ciudad Lineal,Ventas,40.42335,-3.65285,Private room,45,1,3,2019-06-23,0.12,4,0,0,
35958108,Habitación individual cómoda y agradable centro,256691560,Nacho,Moncloa - Aravaca,Argüelles,40.42666,-3.71669,Private room,36,1,0,,,1,161,0,
35959863,"room madrid, metro lista, coffee & wifi",61753406,Juan,Centro,Justicia,40.42284,-3.69878,Private room,30,30,3,2021-05-31,0.12,15,318,2,
35961547,Habitacion con cama doble confortable,270496576,Roberto,Tetuán,Bellas Vistas,40.45609,-3.70858,Private room,86,1,8,2019-12-08,0.33,1,0,0,
35966629,Piso para 4-6 residentes de larga duración,262845711,Marisa,Latina,Aluche,40.39756,-3.76169,Entire home/apt,78,90,0,,,1,363,0,
35967354,STUDIO APARTMENT 100MTS FROM PLAZA MAYOR,96804915,Gius,Centro,Palacio,40.41444,-3.70886,Entire home/apt,69,1,39,2021-08-11,1.45,19,171,29,
35967753,"Habitación Exclusiva, Ambiente excelente - Madrid",49889290,Jose Alberto,Centro,Sol,40.41716,-3.7057,Private room,28,1,89,2021-09-04,3.52,4,0,52,
35968795,Individual Room in a students flat,38016337,Angel,Chamberí,Gaztambide,40.43429,-3.71764,Private room,29,5,0,,,2,179,0,
35969514,Gran habitación privada en barrio centro Lavapies,138143167,Carlos,Centro,Embajadores,40.40894,-3.70295,Private room,25,2,23,2019-12-16,0.93,1,0,0,
35978200,"Alojamiento doble, cerca del centro de Madrid",270652660,Charo Carrasco,Puente de Vallecas,San Diego,40.38339,-3.66741,Private room,17,1,7,2019-07-07,0.28,1,314,0,
35982106,Centro madrid,3223498,Paz,Centro,Palacio,40.42121,-3.71101,Private room,60,7,1,2019-09-27,0.04,2,0,0,
35987869,"Beautiful,spacious room in centrally-located flat",143517366,Natalia,Arganzuela,Palos de Moguer,40.40638,-3.69491,Private room,30,3,0,,,1,0,0,
35988268,Cozy and Stylish - 1B 1BTH - Gran Via,270729223,Eduardo,Centro,Palacio,40.42053,-3.70653,Entire home/apt,113,1,17,2020-01-03,0.64,1,328,0,VT-7922
35988623,Luxurious and Stylish stay in trendy Malasaña,17321104,Silva,Centro,Universidad,40.42856,-3.70398,Entire home/apt,107,2,5,2019-11-24,0.21,1,248,0,
35990283,B-Habitacion económica para una persona,181830190,Like At Home,Retiro,Pacífico,40.40572,-3.68483,Private room,18,1,11,2019-07-02,0.41,6,311,8,
35995378,Acogedor apartamento en el centro de la ciudad,23926677,Lau,Centro,Cortes,40.41355,-3.69761,Entire home/apt,78,3,2,2020-01-03,0.09,1,83,0,
35997809,Habitaciones a 2 minutos del Wanda,265851077,Alba,San Blas - Canillejas,Rosas,40.43453,-3.60631,Private room,175,1,4,2019-09-29,0.15,2,0,0,
36007780,A camper to travel along Spain!,163316548,Ricardo,Centro,Embajadores,40.41148,-3.69871,Entire home/apt,40,7,0,,,1,345,0,
36014911,CENTRALLY LOCATED ROOM 10 MIN SOL 4,6146479,Lola,Centro,Justicia,40.42529,-3.69856,Private room,21,4,6,2021-08-27,0.23,6,3,2,
36015171,Triplex Debod,270826483,Boncho,Moncloa - Aravaca,Argüelles,40.42657,-3.71562,Entire home/apt,80,2,63,2021-07-16,2.39,1,2,42,
36015290,HABITACIÓN PRIVADA GRANDE EN RETIRO - MADRID,270949518,Paloma,Retiro,Ibiza,40.41681,-3.67806,Private room,30,1,131,2020-05-20,4.92,3,296,31,
36017552,Agradable habitación Individual,8512710,Iván,Latina,Aguilas,40.38181,-3.7685,Private room,17,1,7,2020-01-31,0.26,1,70,0,
36019985,2 private room 3 beds AC/fan 4 stops to Retiro丽池公园,256579757,Yan,Moratalaz,Vinateros,40.40493,-3.64106,Private room,42,3,7,2019-11-19,0.27,3,0,0,
36024748,HABITACIÓN CERCA A LA PLAZA DE LAS VENTAS,45688802,Maria,Ciudad Lineal,Ventas,40.42552,-3.6542,Private room,30,1,2,2019-07-31,0.08,1,341,0,
36028867,M (GRI196) Palacio Vista Alegre-Puerta Bonita,100336740,Victoria&Fer,Carabanchel,Vista Alegre,40.38558,-3.7374,Entire home/apt,48,1,3,2019-12-16,0.12,44,0,0,VT-12684
36029655,Habitacion  luminosa doble cerca Pza de Castilla.,271055950,Alberto,Tetuán,Almenara,40.46979,-3.69787,Private room,30,1,1,2019-07-07,0.04,1,129,0,
36030084,simple room with adorable cats as roommates,47869608,Kelimar,Salamanca,Fuente del Berro,40.42873,-3.6659,Private room,15,2,17,2019-10-27,0.63,1,0,0,
36030830,Habitación cerca del centro y casa de campo,271068121,Ana,Latina,Puerta del Angel,40.40977,-3.7341,Private room,25,1,7,2019-11-09,0.29,1,88,0,
36036324,Habitación individual privada,224781240,Roberto,Moratalaz,Vinateros,40.40403,-3.64014,Private room,17,10,2,2019-12-25,0.08,1,253,0,
36050085,Stylish  W/Stunning views Colon-Madrid city centre,216203351,Fiteni,Chamberí,Almagro,40.42615,-3.69245,Entire home/apt,156,1,50,2021-07-10,1.90,13,296,12,
36053480,Habitación perfecta en el corazón de Chueca,271227491,María,Centro,Justicia,40.42179,-3.70069,Private room,55,2,4,2019-10-21,0.17,1,89,0,
36053507,Bonita habitación individual en Casa de Campo,87454432,Eva,Latina,Campamento,40.39657,-3.77523,Private room,22,2,16,2021-08-13,0.60,2,231,9,
36054947,OLD Madrid HEAVEN. De Madrid al cielo. Morfeo room,271229190,Francisco,Centro,Embajadores,40.40718,-3.70103,Private room,65,1,8,2019-10-23,0.30,3,0,0,
36056349,Beautiful condo in Madrid,7035607,Antonio,Chamberí,Trafalgar,40.43331,-3.70217,Entire home/apt,55,2,9,2019-12-09,0.38,1,325,1,
36056740,NEW remodeled gem in Madrid Center—Lavapies,2915210,Jennifer,Centro,Embajadores,40.40657,-3.70047,Entire home/apt,63,1,1,2021-06-15,0.34,2,195,1,
36057967,Habitación en ático de lujo cerca del centro,233883935,Kunti,Salamanca,Guindalera,40.43506,-3.66667,Private room,50,1,9,2019-10-23,0.39,1,0,0,
36064202,Cómoda habitación a  10min del centro de Madrid,219082377,Gabriela,Puente de Vallecas,San Diego,40.38735,-3.66648,Private room,25,3,4,2019-07-08,0.17,1,151,0,
36064778,Habitacion con baño privado metro Ópera,54571417,Patricia,Centro,Palacio,40.41987,-3.70865,Private room,50,2,1,2020-01-04,0.05,4,289,0,
36065321,DOBO HOMES RODAS APARTMENT,133056146,Dobo Rooms,Centro,Embajadores,40.4074,-3.70473,Entire home/apt,50,1,18,2021-05-13,0.73,20,327,5,""
36067105,"The Walt Madrid, Double, Central + stylish",269736676,The Walt,Centro,Universidad,40.42117,-3.70297,Hotel room,121,1,0,,,15,361,0,
36067431,"The Walt Madrid, Double, Twin,  Central + stylish",269736676,The Walt,Centro,Universidad,40.42117,-3.70516,Hotel room,151,1,0,,,15,364,0,
36067558,"The Walt Madrid, Family Suit, Central + stylish",269736676,The Walt,Centro,Universidad,40.42117,-3.70516,Hotel room,309,1,0,,,15,245,0,
36067721,Björkapartament,271325763,Juan,Centro,Justicia,40.42011,-3.70026,Entire home/apt,50,3,4,2020-02-02,0.16,1,0,0,
36068027,Preciosa Habitacion single,179941286,Grisel,Tetuán,Valdeacederas,40.47171,-3.70453,Private room,33,1,1,2019-11-23,0.05,5,365,0,
36068187,HABITACION PRIVADA ENTRE BERNABEU/PLAZA CASTILLA 2,114464125,Daniel,Tetuán,Valdeacederas,40.46341,-3.70034,Private room,31,2,16,2019-12-01,0.60,1,0,0,
36069030,"Mayor - Amazing, 3 Bedrooms - 3 En Suit Bathrooms",4615520,Mahdrid Apartments,Centro,Palacio,40.41652,-3.70956,Entire home/apt,131,4,11,2019-08-24,0.67,27,7,2,VT-11907
36071725,"Attic in Madrid center, next to Plaza Mayor, Sol.",221181910,Belen,Centro,Palacio,40.41647,-3.71022,Private room,53,1,71,2021-07-31,2.65,2,21,40,
36073263,Nice Apartment Las Letras & Prado Museum,271164080,Rodrigo,Centro,Cortes,40.41304,-3.69588,Entire home/apt,57,3,41,2021-08-27,1.53,1,40,8,
36075069,Beautiful Big Double-Bedroom APT - Madrid Centro,123624020,Beltran,Centro,Palacio,40.41664,-3.71141,Entire home/apt,56,2,94,2021-08-09,3.63,1,101,31,VT-6467
36083857,Alojamiento con vistas a Gran Via,123904434,Carlos,Centro,Universidad,40.42481,-3.70995,Private room,54,1,1,2019-07-08,0.04,1,0,0,
36087640,La Paz Market 1 C Madrid Salamanca quarter,2509252,Montaber,Salamanca,Recoletos,40.4278,-3.68614,Entire home/apt,99,1,28,2021-07-11,1.09,15,268,12,
36087668,La Paz Market 4 C Madrid Salamanca quarter,2509252,Montaber,Salamanca,Castellana,40.42972,-3.68454,Entire home/apt,100,1,26,2021-08-14,1.09,15,306,7,
36088162,La Paz Market 4 B Madrid Salamanca quarter,2509252,Montaber,Salamanca,Recoletos,40.42793,-3.68494,Entire home/apt,100,1,31,2020-02-01,1.16,15,308,6,
36090457,Gran habitación en el Madrid de los Austrias.,68552020,Adrian,Centro,Palacio,40.4217,-3.71225,Private room,40,1,0,,,1,0,0,
36094875,Generator -  Bed in 4-bed Dorm,270258576,Generator,Centro,Palacio,40.42129,-3.70866,Shared room,27,1,68,2020-02-29,2.89,6,274,0,A78484961
36094925,Generator - Private 4 bed Room,270258576,Generator,Centro,Palacio,40.41987,-3.70841,Private room,136,1,2,2019-10-28,0.10,6,276,0,A78484961
36094960,Generator - 1 Bed in 8 Bed Dorm,270258576,Generator,Centro,Palacio,40.41985,-3.70818,Shared room,25,1,370,2021-07-08,13.86,6,270,20,A78484961
36094996,Generator - Deluxe Twin,270258576,Generator,Centro,Palacio,40.42035,-3.7089,Shared room,102,1,6,2021-04-04,0.26,6,265,4,A78484961
36095034,Generator - Family Room for 4,270258576,Generator,Centro,Palacio,40.42037,-3.70877,Private room,113,1,29,2021-07-15,1.24,6,271,23,A78484961
36100988,"Brand new, comfy apartment near the city center",40686414,Adam,San Blas - Canillejas,Arcos,40.42445,-3.62002,Entire home/apt,113,1,0,,,2,100,0,
36102717,Valverde 10,44267738,Madrid Central,Centro,Universidad,40.42086,-3.70301,Entire home/apt,1139,1,3,2019-08-23,0.12,26,127,0,
36106585,HABITACIÓN CON AIRE ACONDICIONADO,202977374,Alejandro,Latina,Puerta del Angel,40.41025,-3.731,Private room,35,1,1,2019-07-07,0.04,1,0,0,
36107961,Piso grande y luminoso,22670177,Pilar,Ciudad Lineal,Ventas,40.43244,-3.65066,Entire home/apt,56,3,12,2019-09-01,0.46,2,284,0,
36110676,"Un espacio tranquilo, ampllio y cultural.",271628345,Gabriela,Salamanca,Guindalera,40.43732,-3.67314,Private room,65,1,34,2019-12-17,1.27,1,365,0,
36110845,Apartamento con Wifi y A/A - Centro de Madrid,257581309,María,Chamartín,Ciudad Jardín,40.4487,-3.67447,Entire home/apt,55,1,73,2020-11-14,2.79,3,10,15,
36123144,Habitación ideal para unos días en Madrid,271641698,Raquel Carolina,Carabanchel,Vista Alegre,40.38762,-3.74205,Private room,29,15,0,,,1,365,0,
36125539,Habitación Argüelles Pintor Rosales,112271726,Mario,Moncloa - Aravaca,Argüelles,40.43007,-3.71868,Private room,16,12,5,2019-08-24,0.19,46,0,3,
36125775,LUMINOSO UNICO VISTAS PLAZA MAYOR 2DORM  2A/C,20907323,Ruben,Centro,Sol,40.41515,-3.70662,Entire home/apt,109,1,11,2021-09-04,0.42,6,89,1,
36126160,Silent room a/c private bathroom Arguelles MADRID,112271726,Mario,Moncloa - Aravaca,Argüelles,40.42964,-3.71895,Private room,25,14,3,2019-09-01,0.11,46,0,0,
36127910,Double exterior room  PLAZA MAYOR  Madrid,112271726,Mario,Arganzuela,Acacias,40.40584,-3.70963,Private room,17,15,3,2019-07-15,0.23,46,0,1,
36128575,Splendid Room with terrace Metro Lista  (L4),61753406,Juan,Centro,Sol,40.41765,-3.70416,Private room,39,190,1,2019-09-18,0.04,15,365,0,
36128683,Double exterior room balcony Arguelles Princesa,112271726,Mario,Moncloa - Aravaca,Argüelles,40.42677,-3.71652,Private room,19,7,1,2021-07-31,0.71,46,0,1,
36129853,Habitación en carabanchel.METRO PAN BENDITO 1MIN,170857106,Sabrina,Carabanchel,Abrantes,40.37962,-3.72912,Private room,30,1,16,2019-07-22,0.60,2,90,0,
36133856,Chic ESTUDIO/MESES/VACACIONES/ESTUDIANTES/PAREJAS!,97290320,Eva,Centro,Embajadores,40.41001,-3.70702,Entire home/apt,40,5,40,2020-03-01,1.67,2,0,0,VT-3077
36136161,"Apartamento céntrico, tranquilo y confortable.",28581590,Luis,Centro,Justicia,40.4256,-3.69995,Entire home/apt,150,5,0,,,2,364,0,
36137486,CATS  Hostel- Bed in 6 bed dorm shared bathroom,264886384,Maria Teresa,Centro,Embajadores,40.41352,-3.70254,Shared room,31,1,23,2019-12-15,0.96,7,347,0,
36137496,CATS  Hostel- Bed in 8  bed dorm shared bathroom,264886384,Maria Teresa,Centro,Embajadores,40.41205,-3.70078,Shared room,29,1,2,2019-11-24,0.09,7,347,0,
36137508,CATS  Hostel- Bed in 12 bed dorm shared bathroom,264886384,Maria Teresa,Centro,Embajadores,40.41232,-3.70081,Shared room,23,1,9,2020-02-02,0.41,7,347,0,
36137515,CATS Hostel-Bed in 14 bed dorm shared bathroom,264886384,Maria Teresa,Centro,Embajadores,40.41287,-3.70177,Shared room,86,1,18,2019-09-26,0.68,7,347,0,
36137519,CATS  Hostel- Bed in 10 bed dorm shared bathroom,264886384,Maria Teresa,Centro,Embajadores,40.41371,-3.70284,Shared room,24,1,2,2020-03-09,0.09,7,347,0,
36137524,CATS Hostel-Bed in 12 bed dorm female,264886384,Maria Teresa,Centro,Embajadores,40.41224,-3.70073,Shared room,24,1,3,2019-12-09,0.14,7,347,0,
36137535,CATS Hostel- Three bed dorm with bathroom,264886384,Maria Teresa,Centro,Embajadores,40.41287,-3.70177,Private room,117,1,0,,,7,347,0,
36140077,Cozy room in Madrid center,30809772,Osnel,Centro,Universidad,40.42493,-3.70578,Private room,41,3,12,2019-12-01,0.48,3,0,0,
36142186,Puerta Del Sol,152035343,Ana,Centro,Sol,40.41502,-3.70424,Entire home/apt,85,3,3,2019-08-30,0.11,1,118,0,
36142513,ALQUILO HABITACIÓN INDIVIDUAL ALAMEDA DE OSUNA,271843883,Juan Carlos,Barajas,Alameda de Osuna,40.45303,-3.59258,Private room,15,1,86,2021-06-12,3.23,3,0,80,
36145845,Habitacion doble exterior Templo de Debod Ferraz,112271726,Mario,Moncloa - Aravaca,Casa de Campo,40.42918,-3.72637,Private room,20,20,2,2021-08-17,0.08,46,0,1,
36147345,Habitación individual en departamento acogedor,99268253,Magaly,Villaverde,Butarque,40.35287,-3.68049,Private room,12,1,6,2021-09-10,0.23,1,0,1,
36148009,Summer in Madrid,67632244,Lie,Moratalaz,Media Legua,40.4081,-3.65613,Private room,32,1,0,,,1,0,0,
36158389,Apartamento en zona óptima,248646372,Ignacio,Chamartín,Hispanoamérica,40.45573,-3.68092,Entire home/apt,250,10,0,,,1,90,0,
36160163,Comfortable apartment in Puerta Toledo,271972589,Gustavo,Arganzuela,Imperial,40.40559,-3.71249,Entire home/apt,56,2,19,2020-01-29,0.75,1,144,0,
36165887,Adorable  NEW ! Apartment in Madrid Center,1771095,Hans,Centro,Embajadores,40.41287,-3.70311,Entire home/apt,112,4,45,2021-07-19,1.72,6,341,13,VT-12449
36166583,Gorgeous 2Bed 2Bath in heart of Madrid City Center,251681138,Myriam,Centro,Universidad,40.4206,-3.70543,Entire home/apt,82,2,29,2021-07-03,1.27,1,0,22,VT-3945
36168917,"Sunny, 4 bedroom in Plaza Castilla.",220930424,Aitana,Chamartín,Castilla,40.47116,-3.68632,Entire home/apt,90,4,0,,,1,0,0,
36177051,GOYA - SALAMANCA,220103569,MadreamsRent,Salamanca,Goya,40.42673,-3.67789,Entire home/apt,79,1,1,2019-08-07,0.04,49,163,0,
36177422,Como en casa,272084091,Cecilia,Carabanchel,Puerta Bonita,40.37515,-3.74143,Private room,18,1,14,2021-08-25,1.13,1,347,13,
36178730,Habitación en piso con buen rollo!,139440514,Rossana,Arganzuela,Chopera,40.39949,-3.69992,Private room,20,18,0,,,1,0,0,
36194117,SUITES LA VAGUADA,272208090,Oscar,Fuencarral - El Pardo,Pilar,40.47725,-3.70762,Entire home/apt,107,2,10,2021-04-25,0.41,1,257,3,
36199799,Habitación en la latina Para el Orgullo,90287015,Ricardo,Arganzuela,Acacias,40.40411,-3.70993,Private room,45,2,0,,,2,364,0,
36200143,"Hab doble,metro centro,bus aeropuerto,IFEMA,Wanda",263951333,Daniel,San Blas - Canillejas,Canillejas,40.4483,-3.60695,Private room,22,1,39,2020-01-27,1.50,2,318,5,
36202751,Luminosa habitación para dos,199036370,H.Benavent E Hijos,Centro,Palacio,40.42112,-3.70892,Private room,38,3,0,,,26,0,0,
36204716,Suite-Apartament Hortaleza,62091722,Maria Elena,Hortaleza,Pinar del Rey,40.47088,-3.64497,Entire home/apt,55,1,95,2019-09-24,3.64,3,321,46,
36205600,puerta de Toledo,272282259,Elsa,Arganzuela,Imperial,40.40759,-3.71614,Private room,35,4,2,2019-09-23,0.09,1,363,0,
36206710,habitación amplia y con muy buena ubicación,272308625,Manuel Christian,Arganzuela,Delicias,40.40044,-3.69247,Shared room,370,1,0,,,1,365,0,
36220361,Habitación doble Plaza Elíptica,119109832,Juss,Usera,Zofío,40.38441,-3.71639,Private room,26,2,19,2019-12-06,0.76,2,0,0,
36220421,COZY MALASAÑA LOFT * CENTRIC * EARLY&LATE CHECK-IN,59494298,David,Centro,Universidad,40.42601,-3.70669,Entire home/apt,73,3,96,2021-06-24,4.32,1,88,45,
36229069,Prado  3D,272487284,Dlimex Asset,Centro,Cortes,40.41158,-3.69493,Entire home/apt,72,2,56,2021-08-13,2.11,1,160,27,
36230618,"Vistas de Madrid, cerca del centro",272500100,Ale,Puente de Vallecas,Numancia,40.40071,-3.65873,Private room,30,3,0,,,1,0,0,
36230748,Peace & Sunny room,22397791,Leo Y Gretel,Barajas,Aeropuerto,40.45101,-3.58392,Private room,21,1,65,2019-11-25,2.44,5,0,0,
36231372,At 5mim to metro Lavapies and 10min to Sol,134904524,Arturo,Centro,Embajadores,40.407,-3.70146,Entire home/apt,45,2,0,,,2,0,0,
36231812,Welcome to Madrid,272499362,Jp,Centro,Cortes,40.41287,-3.69769,Private room,40,2,1,2019-07-10,0.04,1,364,0,
36234072,Cozy place near Madrid Río,71910056,Sergio,Latina,Puerta del Angel,40.41219,-3.73017,Private room,35,1,0,,,1,89,0,
36243957,"Zenit Abeba, Doble",98228315,Noemí,Salamanca,Lista,40.43074,-3.67279,Private room,99,1,13,2021-08-21,1.46,2,365,13,
36244090,Habitación privada en el centro de madrid,229023532,Shirley,Puente de Vallecas,Palomeras Sureste,40.38522,-3.63819,Private room,15,1,5,2019-08-23,0.19,3,0,0,
36254899,BNBHolder The Design Loft CHUECA,28786243,Emilio,Centro,Justicia,40.41983,-3.69725,Entire home/apt,132,1,50,2021-08-21,1.97,74,103,24,
36255908,APARTAMENTO luminoso en Alonso Martínez,270023408,Ana María,Chamberí,Trafalgar,40.42982,-3.69648,Entire home/apt,183,2,1,2019-10-06,0.04,2,89,0,
36257069,Cómoda habitación,28846447,Carlos,Villa de Vallecas,Casco Histórico de Vallecas,40.36654,-3.59959,Private room,100,1,0,,,1,363,0,
36257303,Petit rougue,153853687,Javi,Villa de Vallecas,Santa Eugenia,40.37835,-3.60493,Shared room,100,1,0,,,1,363,0,
36257431,Great apartment at Salamanca neighborhood,272664010,Rochmon,Salamanca,Goya,40.42769,-3.67868,Entire home/apt,157,2,33,2021-09-02,1.32,1,200,19,
36262390,Lovely in Chueca don't miss it,26521943,Alice,Centro,Justicia,40.42198,-3.69848,Entire home/apt,132,1,20,2021-07-08,0.88,9,357,12,VT-9800
36262409,Enjoy this sunny terrace in Chueca,26521943,Alice,Centro,Justicia,40.42036,-3.697,Entire home/apt,150,1,3,2020-10-20,1.84,9,351,2,VT-9805
36262428,Waldorf Suites 1 Bedroom,26521943,Alice,Chamberí,Vallehermoso,40.4415,-3.70718,Entire home/apt,113,1,76,2021-07-30,2.90,9,359,47,VT-12523
36262482,Waldorf Suites 1 Bedroom with Terrace,26521943,Alice,Chamberí,Vallehermoso,40.43953,-3.70911,Entire home/apt,126,1,5,2021-07-30,0.19,9,328,2,VT-12536
36264663,BRISAS II<LAVAPIES>Ático a estrenar>,105024501,Sara Lorena,Centro,Embajadores,40.41141,-3.7035,Entire home/apt,65,3,44,2021-09-01,1.78,10,96,16,
36265218,Habitación en piso compartido a pasos del Retiro,272750825,Margarita,Retiro,Ibiza,40.41761,-3.6755,Private room,36,2,1,2019-07-07,0.04,1,315,0,
36266089,Modern and luxurious apartment in Plaza Santa Ana,272756434,Compas 2017,Centro,Cortes,40.41435,-3.70088,Entire home/apt,123,2,10,2019-09-21,0.45,1,66,4,
36266308,habitación en Puerta de Toledo,25431017,Miguel,Arganzuela,Imperial,40.40752,-3.7145,Private room,42,1,2,2019-07-13,0.08,1,90,0,
36268289,Arganzuela Planetario. Caja Mágica,250119382,Angela,Arganzuela,Legazpi,40.39276,-3.68689,Entire home/apt,137,3,1,2019-10-03,0.04,2,307,0,
36274041,Habitación Privada en Gran Vía Centro,272816267,Carlos,Centro,Palacio,40.42173,-3.7099,Private room,30,1,1,2019-07-09,0.04,1,0,0,
